ID,Place (x),Knowledge (y),Action (z),K5Number,K5Name,K5Distance
4150,1.65156,0.46432,1.78580,4,Indigenous Justice,1.59766
4153,0.04298,0.11145,1.39542,4,Indigenous Justice,1.32520
4160,1.83925,-2.26955,1.38768,4,Indigenous Justice,1.80890
4161,3.43524,-0.20982,1.46641,4,Indigenous Justice,2.56475
4162,2.78366,-2.89783,1.11285,4,Indigenous Justice,2.82369
4172,1.55671,-0.55435,0.83133,4,Indigenous Justice,0.62858
4173,-0.00057,-1.29184,1.94438,4,Indigenous Justice,1.48030
4175,1.97231,-0.36129,1.47148,4,Indigenous Justice,1.17574
4178,1.00444,-1.01061,0.08193,4,Indigenous Justice,0.93785
4180,0.99286,-0.70197,1.13233,4,Indigenous Justice,0.15923
4182,2.06089,-0.21537,1.99518,4,Indigenous Justice,1.57763
4186,1.00509,-0.28758,0.99529,4,Indigenous Justice,0.44930
4198,0.70137,-1.65827,0.41602,4,Indigenous Justice,1.11408
4210,0.33122,-0.18373,2.20550,4,Indigenous Justice,1.49097
